Date,Product Name,Region,State,Quantity Sold (Units),Price (INR),Temperature (øC),Festival Indicator,Festival Name,Holiday Indicator,Day of Week,Month,Year
2022-08-11,Paneer (200g),North,Rajasthan,906,92.5,35,Yes,Raksha Bandhan,Yes,Thursday,August,2022
2022-08-11,Ghee (1L),East,Jharkhand,296,535.84,33,Yes,Raksha Bandhan,Yes,Thursday,August,2022
2022-08-11,Lassi (200ml),South,Telangana,381,26.69,27.9,Yes,Raksha Bandhan,Yes,Thursday,August,2022
2022-08-11,Lassi (200ml),West,Goa,997,26.15,29.7,Yes,Raksha Bandhan,Yes,Thursday,August,2022
2022-08-11,Lassi (200ml),Central,Chhattisgarh,311,26.71,29.9,Yes,Raksha Bandhan,Yes,Thursday,August,2022
2022-08-11,Cheese Slices (200g),East,Jharkhand,282,115.65,33,Yes,Raksha Bandhan,Yes,Thursday,August,2022
2022-08-11,Ice Cream (500ml),East,Jharkhand,875,183.37,33,Yes,Raksha Bandhan,Yes,Thursday,August,2022
2022-08-11,Dahi / Curd (500g),West,Goa,1763,48.29,29.7,Yes,Raksha Bandhan,Yes,Thursday,August,2022
2022-08-11,Flavoured Milk (200ml),Central,Chhattisgarh,1406,31.61,29.9,Yes,Raksha Bandhan,Yes,Thursday,August,2022
2022-08-11,Cheese Slices (200g),West,Goa,373,117.72,29.7,Yes,Raksha Bandhan,Yes,Thursday,August,2022
2022-08-11,Butter (500g),East,Jharkhand,393,256.86,33,Yes,Raksha Bandhan,Yes,Thursday,August,2022
2022-08-11,Lassi (200ml),East,Jharkhand,628,26.32,33,Yes,Raksha Bandhan,Yes,Thursday,August,2022
2022-08-11,Skimmed Milk (1L),South,Telangana,1139,57.29,27.9,Yes,Raksha Bandhan,Yes,Thursday,August,2022
2022-08-11,Flavoured Milk (200ml),West,Goa,652,31.89,29.7,Yes,Raksha Bandhan,Yes,Thursday,August,2022
2022-08-11,Paneer (200g),South,Telangana,715,96.92,27.9,Yes,Raksha Bandhan,Yes,Thursday,August,2022
2022-08-11,Buttermilk (1L),Central,Chhattisgarh,326,35.75,29.9,Yes,Raksha Bandhan,Yes,Thursday,August,2022
2022-08-12,Lassi (200ml),East,West Bengal,367,26.58,29.2,No,,No,Friday,August,2022
2022-08-12,Skimmed Milk (1L),East,West Bengal,473,59.17,29.2,No,,No,Friday,August,2022
2022-08-12,Full Cream Milk (1L),North,Haryana,1002,61.6,35.2,No,,No,Friday,August,2022
2022-08-12,Buttermilk (1L),West,Gujarat,332,37.57,29.1,No,,No,Friday,August,2022
2022-08-12,Flavoured Milk (200ml),North,Haryana,801,31.17,35.2,No,,No,Friday,August,2022
2022-08-12,Lassi (200ml),North,Haryana,262,25.58,35.2,No,,No,Friday,August,2022
2022-08-12,Ice Cream (500ml),North,Haryana,220,192.09,35.2,No,,No,Friday,August,2022
2022-08-12,Paneer (200g),South,Andhra Pradesh,324,96.67,26.7,No,,No,Friday,August,2022
2022-08-12,Butter (500g),East,West Bengal,135,263.54,29.2,No,,No,Friday,August,2022
2022-08-12,Toned Milk (500ml),East,West Bengal,686,27.78,29.2,No,,No,Friday,August,2022
2022-08-12,Cheese Slices (200g),Central,Chhattisgarh,157,114.94,34,No,,No,Friday,August,2022
2022-08-12,Dahi / Curd (500g),Central,Chhattisgarh,361,47.49,34,No,,No,Friday,August,2022
2022-08-12,Flavoured Milk (200ml),South,Andhra Pradesh,781,32.07,26.7,No,,No,Friday,August,2022
2022-08-12,Dahi / Curd (500g),North,Haryana,729,47.97,35.2,No,,No,Friday,August,2022
2022-08-12,Toned Milk (500ml),Central,Chhattisgarh,1359,29.16,34,No,,No,Friday,August,2022
2022-08-12,Ghee (1L),West,Gujarat,135,545.21,29.1,No,,No,Friday,August,2022
2022-08-12,Ice Cream (500ml),West,Gujarat,256,188.61,29.1,No,,No,Friday,August,2022
2022-08-12,Butter (500g),North,Haryana,86,258.41,35.2,No,,No,Friday,August,2022
2022-08-12,Ice Cream (500ml),East,West Bengal,293,192.3,29.2,No,,No,Friday,August,2022
2022-08-12,Lassi (200ml),South,Andhra Pradesh,358,25.69,26.7,No,,No,Friday,August,2022
2022-08-12,Full Cream Milk (1L),East,West Bengal,1215,64.72,29.2,No,,No,Friday,August,2022
2022-08-12,Toned Milk (500ml),West,Gujarat,1340,27.88,29.1,No,,No,Friday,August,2022
2022-08-12,Buttermilk (1L),North,Haryana,408,37.39,35.2,No,,No,Friday,August,2022
2022-08-12,Cheese Slices (200g),East,West Bengal,93,114.33,29.2,No,,No,Friday,August,2022
2022-08-12,Ghee (1L),Central,Chhattisgarh,173,555.6,34,No,,No,Friday,August,2022
2022-08-12,Paneer (200g),Central,Chhattisgarh,274,91.93,34,No,,No,Friday,August,2022
2022-08-12,Buttermilk (1L),Central,Chhattisgarh,188,37.24,34,No,,No,Friday,August,2022
2022-08-12,Full Cream Milk (1L),West,Gujarat,1852,63.14,29.1,No,,No,Friday,August,2022
2022-08-12,Lassi (200ml),Central,Chhattisgarh,459,26.5,34,No,,No,Friday,August,2022
2022-08-12,Flavoured Milk (200ml),Central,Chhattisgarh,578,30.78,34,No,,No,Friday,August,2022
2022-08-12,Cheese Slices (200g),West,Gujarat,177,118.24,29.1,No,,No,Friday,August,2022
2022-08-12,Flavoured Milk (200ml),West,Gujarat,782,32.34,29.1,No,,No,Friday,August,2022
2022-08-12,Ice Cream (500ml),Central,Chhattisgarh,224,185.79,34,No,,No,Friday,August,2022
2022-08-12,Dahi / Curd (500g),East,West Bengal,555,47.89,29.2,No,,No,Friday,August,2022
2022-08-12,Dahi / Curd (500g),West,Gujarat,848,47.24,29.1,No,,No,Friday,August,2022
2022-08-12,Toned Milk (500ml),South,Andhra Pradesh,1453,29.03,26.7,No,,No,Friday,August,2022
2022-08-12,Paneer (200g),West,Gujarat,329,95.97,29.1,No,,No,Friday,August,2022
2022-08-12,Dahi / Curd (500g),South,Andhra Pradesh,587,47.13,26.7,No,,No,Friday,August,2022
2022-08-12,Cheese Slices (200g),South,Andhra Pradesh,191,118.31,26.7,No,,No,Friday,August,2022
2022-08-12,Ice Cream (500ml),South,Andhra Pradesh,241,184.26,26.7,No,,No,Friday,August,2022
2022-08-12,Ghee (1L),North,Haryana,247,547.4,35.2,No,,No,Friday,August,2022
2022-08-12,Butter (500g),South,Andhra Pradesh,337,264.45,26.7,No,,No,Friday,August,2022
2022-08-12,Skimmed Milk (1L),Central,Chhattisgarh,517,57.05,34,No,,No,Friday,August,2022
2022-08-13,Skimmed Milk (1L),North,Punjab,530,56.64,33.8,No,,No,Saturday,August,2022
2022-08-13,Butter (500g),West,Gujarat,454,269.95,29.6,No,,No,Saturday,August,2022
2022-08-13,Flavoured Milk (200ml),West,Gujarat,686,32.02,29.6,No,,No,Saturday,August,2022
2022-08-13,Ghee (1L),East,West Bengal,254,538.35,29.2,No,,No,Saturday,August,2022
2022-08-13,Toned Milk (500ml),West,Gujarat,1791,28.07,29.6,No,,No,Saturday,August,2022
2022-08-13,Buttermilk (1L),South,Andhra Pradesh,374,36.99,30.3,No,,No,Saturday,August,2022
2022-08-13,Lassi (200ml),West,Gujarat,534,26.13,29.6,No,,No,Saturday,August,2022
2022-08-13,Dahi / Curd (500g),East,West Bengal,586,45.93,29.2,No,,No,Saturday,August,2022
2022-08-13,Buttermilk (1L),North,Punjab,691,37.1,33.8,No,,No,Saturday,August,2022
2022-08-13,Full Cream Milk (1L),East,West Bengal,1785,62.93,29.2,No,,No,Saturday,August,2022
2022-08-13,Lassi (200ml),North,Punjab,379,26.39,33.8,No,,No,Saturday,August,2022
2022-08-13,Buttermilk (1L),Central,Madhya Pradesh,535,37.36,29.8,No,,No,Saturday,August,2022
2022-08-13,Butter (500g),North,Punjab,243,262.29,33.8,No,,No,Saturday,August,2022
2022-08-13,Ice Cream (500ml),North,Punjab,513,191.96,33.8,No,,No,Saturday,August,2022
2022-08-13,Toned Milk (500ml),North,Punjab,1471,27.93,33.8,No,,No,Saturday,August,2022
2022-08-13,Butter (500g),South,Andhra Pradesh,288,269.36,30.3,No,,No,Saturday,August,2022
2022-08-13,Toned Milk (500ml),Central,Madhya Pradesh,1125,28.06,29.8,No,,No,Saturday,August,2022
2022-08-13,Ghee (1L),Central,Madhya Pradesh,289,548.78,29.8,No,,No,Saturday,August,2022
2022-08-13,Flavoured Milk (200ml),Central,Madhya Pradesh,832,31.6,29.8,No,,No,Saturday,August,2022
2022-08-13,Dahi / Curd (500g),Central,Madhya Pradesh,845,46.47,29.8,No,,No,Saturday,August,2022
2022-08-13,Toned Milk (500ml),South,Andhra Pradesh,1056,27.94,30.3,No,,No,Saturday,August,2022
2022-08-13,Full Cream Milk (1L),West,Gujarat,2063,64.37,29.6,No,,No,Saturday,August,2022
2022-08-13,Cheese Slices (200g),Central,Madhya Pradesh,188,115.96,29.8,No,,No,Saturday,August,2022
2022-08-13,Dahi / Curd (500g),South,Andhra Pradesh,1083,46.72,30.3,No,,No,Saturday,August,2022
2022-08-13,Full Cream Milk (1L),South,Andhra Pradesh,1757,62.72,30.3,No,,No,Saturday,August,2022
2022-08-13,Ice Cream (500ml),East,West Bengal,424,193.38,29.2,No,,No,Saturday,August,2022
2022-08-13,Buttermilk (1L),West,Gujarat,562,36.97,29.6,No,,No,Saturday,August,2022
2022-08-13,Skimmed Milk (1L),Central,Madhya Pradesh,741,59.11,29.8,No,,No,Saturday,August,2022
2022-08-13,Paneer (200g),South,Andhra Pradesh,442,93.49,30.3,No,,No,Saturday,August,2022
2022-08-13,Lassi (200ml),South,Andhra Pradesh,293,26.16,30.3,No,,No,Saturday,August,2022
2022-08-13,Skimmed Milk (1L),West,Gujarat,389,58.33,29.6,No,,No,Saturday,August,2022
2022-08-13,Dahi / Curd (500g),West,Gujarat,748,48.52,29.6,No,,No,Saturday,August,2022
2022-08-13,Cheese Slices (200g),West,Gujarat,300,117.51,29.6,No,,No,Saturday,August,2022
2022-08-13,Cheese Slices (200g),East,West Bengal,163,112.16,29.2,No,,No,Saturday,August,2022
2022-08-13,Ghee (1L),North,Punjab,334,541.94,33.8,No,,No,Saturday,August,2022
2022-08-13,Flavoured Milk (200ml),North,Punjab,425,32.34,33.8,No,,No,Saturday,August,2022
2022-08-13,Paneer (200g),Central,Madhya Pradesh,436,93.75,29.8,No,,No,Saturday,August,2022
2022-08-13,Buttermilk (1L),East,West Bengal,576,36.16,29.2,No,,No,Saturday,August,2022
2022-08-13,Full Cream Milk (1L),Central,Madhya Pradesh,1717,63.15,29.8,No,,No,Saturday,August,2022
2022-08-13,Skimmed Milk (1L),East,West Bengal,478,56.81,29.2,No,,No,Saturday,August,2022
2022-08-13,Dahi / Curd (500g),North,Punjab,1333,48.06,33.8,No,,No,Saturday,August,2022
2022-08-13,Flavoured Milk (200ml),East,West Bengal,559,31.14,29.2,No,,No,Saturday,August,2022
2022-08-13,Paneer (200g),West,Gujarat,356,94.15,29.6,No,,No,Saturday,August,2022
2022-08-13,Ghee (1L),West,Gujarat,319,537.25,29.6,No,,No,Saturday,August,2022
2022-08-13,Skimmed Milk (1L),South,Andhra Pradesh,976,57.16,30.3,No,,No,Saturday,August,2022
2022-08-13,Flavoured Milk (200ml),South,Andhra Pradesh,380,31.41,30.3,No,,No,Saturday,August,2022
2022-08-14,Ghee (1L),North,Delhi,320,546.89,33.6,No,,No,Sunday,August,2022
2022-08-14,Flavoured Milk (200ml),Central,Madhya Pradesh,474,31.27,32.7,No,,No,Sunday,August,2022
2022-08-14,Toned Milk (500ml),Central,Madhya Pradesh,758,27.98,32.7,No,,No,Sunday,August,2022
2022-08-14,Paneer (200g),Central,Madhya Pradesh,425,94.49,32.7,No,,No,Sunday,August,2022
2022-08-14,Ice Cream (500ml),West,Maharashtra,589,192,26.4,No,,No,Sunday,August,2022
2022-08-14,Full Cream Milk (1L),Central,Madhya Pradesh,1148,61.85,32.7,No,,No,Sunday,August,2022
2022-08-14,Paneer (200g),South,Telangana,374,92.06,26.7,No,,No,Sunday,August,2022
2022-08-14,Toned Milk (500ml),East,West Bengal,753,28.91,29.9,No,,No,Sunday,August,2022
2022-08-14,Skimmed Milk (1L),West,Maharashtra,395,57.04,26.4,No,,No,Sunday,August,2022
2022-08-14,Butter (500g),North,Delhi,373,265.38,33.6,No,,No,Sunday,August,2022
2022-08-14,Ice Cream (500ml),Central,Madhya Pradesh,322,194.33,32.7,No,,No,Sunday,August,2022
2022-08-14,Buttermilk (1L),West,Maharashtra,262,35.8,26.4,No,,No,Sunday,August,2022
2022-08-14,Cheese Slices (200g),North,Delhi,198,117.4,33.6,No,,No,Sunday,August,2022
2022-08-14,Dahi / Curd (500g),Central,Madhya Pradesh,686,46.13,32.7,No,,No,Sunday,August,2022
2022-08-14,Lassi (200ml),East,West Bengal,339,26.42,29.9,No,,No,Sunday,August,2022
2022-08-14,Toned Milk (500ml),West,Maharashtra,840,29.08,26.4,No,,No,Sunday,August,2022
2022-08-14,Flavoured Milk (200ml),West,Maharashtra,554,31.73,26.4,No,,No,Sunday,August,2022
2022-08-14,Ice Cream (500ml),North,Delhi,409,184.37,33.6,No,,No,Sunday,August,2022
2022-08-14,Buttermilk (1L),North,Delhi,355,36.56,33.6,No,,No,Sunday,August,2022
2022-08-14,Flavoured Milk (200ml),South,Telangana,914,32.16,26.7,No,,No,Sunday,August,2022
2022-08-14,Full Cream Milk (1L),East,West Bengal,962,63.8,29.9,No,,No,Sunday,August,2022
2022-08-14,Toned Milk (500ml),South,Telangana,922,28.81,26.7,No,,No,Sunday,August,2022
2022-08-14,Cheese Slices (200g),South,Telangana,353,115.12,26.7,No,,No,Sunday,August,2022
2022-08-14,Butter (500g),East,West Bengal,235,256.15,29.9,No,,No,Sunday,August,2022
2022-08-14,Butter (500g),South,Telangana,478,258.86,26.7,No,,No,Sunday,August,2022
2022-08-14,Lassi (200ml),North,Delhi,683,27.01,33.6,No,,No,Sunday,August,2022
2022-08-14,Dahi / Curd (500g),North,Delhi,877,47.61,33.6,No,,No,Sunday,August,2022
2022-08-14,Dahi / Curd (500g),South,Telangana,583,47.86,26.7,No,,No,Sunday,August,2022
2022-08-14,Lassi (200ml),West,Maharashtra,483,25.87,26.4,No,,No,Sunday,August,2022
2022-08-14,Toned Milk (500ml),North,Delhi,1239,28.21,33.6,No,,No,Sunday,August,2022
2022-08-14,Paneer (200g),West,Maharashtra,580,93.59,26.4,No,,No,Sunday,August,2022
2022-08-14,Cheese Slices (200g),West,Maharashtra,406,113.71,26.4,No,,No,Sunday,August,2022
2022-08-14,Butter (500g),West,Maharashtra,316,258.88,26.4,No,,No,Sunday,August,2022
2022-08-14,Lassi (200ml),Central,Madhya Pradesh,384,26.76,32.7,No,,No,Sunday,August,2022
2022-08-14,Buttermilk (1L),South,Telangana,269,36.33,26.7,No,,No,Sunday,August,2022
2022-08-14,Flavoured Milk (200ml),East,West Bengal,610,31.09,29.9,No,,No,Sunday,August,2022
2022-08-14,Lassi (200ml),South,Telangana,372,26.99,26.7,No,,No,Sunday,August,2022
2022-08-14,Flavoured Milk (200ml),North,Delhi,486,31.02,33.6,No,,No,Sunday,August,2022
2022-08-14,Full Cream Milk (1L),South,Telangana,1247,63.78,26.7,No,,No,Sunday,August,2022
2022-08-14,Paneer (200g),North,Delhi,348,92.79,33.6,No,,No,Sunday,August,2022
2022-08-14,Skimmed Milk (1L),North,Delhi,496,58.23,33.6,No,,No,Sunday,August,2022
2022-08-14,Ghee (1L),East,West Bengal,203,561.87,29.9,No,,No,Sunday,August,2022
2022-08-15,Butter (500g),Central,Madhya Pradesh,315,261.76,33.6,Yes,Independence Day,Yes,Monday,August,2022
2022-08-15,Ghee (1L),Central,Madhya Pradesh,246,552.21,33.6,Yes,Independence Day,Yes,Monday,August,2022
2022-08-15,Ice Cream (500ml),East,West Bengal,806,189.76,29,Yes,Independence Day,Yes,Monday,August,2022
2022-08-15,Ice Cream (500ml),South,Karnataka,699,192.22,23.4,Yes,Independence Day,Yes,Monday,August,2022
2022-08-15,Lassi (200ml),North,Uttar Pradesh,492,26.74,32.3,Yes,Independence Day,Yes,Monday,August,2022
2022-08-15,Paneer (200g),East,West Bengal,919,95.08,29,Yes,Independence Day,Yes,Monday,August,2022
2022-08-15,Flavoured Milk (200ml),Central,Madhya Pradesh,458,30.64,33.6,Yes,Independence Day,Yes,Monday,August,2022
2022-08-15,Dahi / Curd (500g),Central,Madhya Pradesh,1378,47.54,33.6,Yes,Independence Day,Yes,Monday,August,2022
2022-08-15,Ice Cream (500ml),North,Uttar Pradesh,299,189.16,32.3,Yes,Independence Day,Yes,Monday,August,2022
2022-08-15,Cheese Slices (200g),South,Karnataka,173,118.57,23.4,Yes,Independence Day,Yes,Monday,August,2022
2022-08-15,Lassi (200ml),East,West Bengal,732,26.69,29,Yes,Independence Day,Yes,Monday,August,2022
2022-08-15,Buttermilk (1L),East,West Bengal,593,37.19,29,Yes,Independence Day,Yes,Monday,August,2022
2022-08-15,Skimmed Milk (1L),Central,Madhya Pradesh,855,59.09,33.6,Yes,Independence Day,Yes,Monday,August,2022
2022-08-15,Cheese Slices (200g),West,Gujarat,253,118.48,23,Yes,Independence Day,Yes,Monday,August,2022
2022-08-15,Flavoured Milk (200ml),East,West Bengal,869,31.6,29,Yes,Independence Day,Yes,Monday,August,2022
2022-08-15,Cheese Slices (200g),North,Uttar Pradesh,580,117.16,32.3,Yes,Independence Day,Yes,Monday,August,2022
2022-08-15,Dahi / Curd (500g),West,Gujarat,1383,48.61,23,Yes,Independence Day,Yes,Monday,August,2022
2022-08-15,Cheese Slices (200g),East,West Bengal,396,117.3,29,Yes,Independence Day,Yes,Monday,August,2022
2022-08-15,Flavoured Milk (200ml),West,Gujarat,916,32.3,23,Yes,Independence Day,Yes,Monday,August,2022
2022-08-15,Full Cream Milk (1L),West,Gujarat,2303,61.32,23,Yes,Independence Day,Yes,Monday,August,2022
2022-08-15,Paneer (200g),South,Karnataka,600,95.87,23.4,Yes,Independence Day,Yes,Monday,August,2022
2022-08-15,Paneer (200g),Central,Madhya Pradesh,825,95.4,33.6,Yes,Independence Day,Yes,Monday,August,2022
2022-08-15,Full Cream Milk (1L),South,Karnataka,1254,61.71,23.4,Yes,Independence Day,Yes,Monday,August,2022
2022-08-15,Paneer (200g),North,Uttar Pradesh,323,91.94,32.3,Yes,Independence Day,Yes,Monday,August,2022
2022-08-15,Skimmed Milk (1L),West,Gujarat,947,58.13,23,Yes,Independence Day,Yes,Monday,August,2022
2022-08-15,Full Cream Milk (1L),North,Uttar Pradesh,1380,64.65,32.3,Yes,Independence Day,Yes,Monday,August,2022
2022-08-15,Full Cream Milk (1L),Central,Madhya Pradesh,1373,62.23,33.6,Yes,Independence Day,Yes,Monday,August,2022
2022-08-15,Butter (500g),North,Uttar Pradesh,477,268.82,32.3,Yes,Independence Day,Yes,Monday,August,2022
2022-08-15,Buttermilk (1L),Central,Madhya Pradesh,829,35.95,33.6,Yes,Independence Day,Yes,Monday,August,2022
2022-08-15,Buttermilk (1L),South,Karnataka,934,35.8,23.4,Yes,Independence Day,Yes,Monday,August,2022
2022-08-15,Buttermilk (1L),North,Uttar Pradesh,526,37.08,32.3,Yes,Independence Day,Yes,Monday,August,2022
2022-08-15,Ghee (1L),West,Gujarat,455,544.93,23,Yes,Independence Day,Yes,Monday,August,2022
2022-08-15,Paneer (200g),West,Gujarat,922,96.39,23,Yes,Independence Day,Yes,Monday,August,2022
2022-08-15,Skimmed Milk (1L),East,West Bengal,1012,57.12,29,Yes,Independence Day,Yes,Monday,August,2022
2022-08-15,Toned Milk (500ml),South,Karnataka,1197,28.38,23.4,Yes,Independence Day,Yes,Monday,August,2022
2022-08-15,Ghee (1L),South,Karnataka,275,557.14,23.4,Yes,Independence Day,Yes,Monday,August,2022
2022-08-15,Butter (500g),West,Gujarat,286,260.92,23,Yes,Independence Day,Yes,Monday,August,2022
2022-08-15,Ghee (1L),North,Uttar Pradesh,246,553.4,32.3,Yes,Independence Day,Yes,Monday,August,2022
2022-08-15,Toned Milk (500ml),East,West Bengal,1803,28.47,29,Yes,Independence Day,Yes,Monday,August,2022
2022-08-15,Lassi (200ml),Central,Madhya Pradesh,457,25.97,33.6,Yes,Independence Day,Yes,Monday,August,2022
2022-08-15,Skimmed Milk (1L),North,Uttar Pradesh,679,56.66,32.3,Yes,Independence Day,Yes,Monday,August,2022
2022-08-15,Flavoured Milk (200ml),South,Karnataka,1277,31.05,23.4,Yes,Independence Day,Yes,Monday,August,2022
2022-08-15,Full Cream Milk (1L),East,West Bengal,1406,63.94,29,Yes,Independence Day,Yes,Monday,August,2022
2022-08-16,Flavoured Milk (200ml),Central,Madhya Pradesh,579,31.32,33.9,No,,No,Tuesday,August,2022
2022-08-16,Butter (500g),Central,Madhya Pradesh,174,266.86,33.9,No,,No,Tuesday,August,2022
2022-08-16,Paneer (200g),West,Goa,290,96.24,25.2,No,,No,Tuesday,August,2022
2022-08-16,Flavoured Milk (200ml),North,Delhi,369,31.1,35,No,,No,Tuesday,August,2022
2022-08-16,Butter (500g),East,Odisha,314,257.83,31.5,No,,No,Tuesday,August,2022
2022-08-16,Buttermilk (1L),South,Telangana,467,36.05,22.8,No,,No,Tuesday,August,2022
2022-08-16,Toned Milk (500ml),South,Telangana,725,29.01,22.8,No,,No,Tuesday,August,2022
2022-08-16,Lassi (200ml),Central,Madhya Pradesh,584,26.06,33.9,No,,No,Tuesday,August,2022
2022-08-16,Dahi / Curd (500g),South,Telangana,556,46.69,22.8,No,,No,Tuesday,August,2022
2022-08-16,Lassi (200ml),North,Delhi,348,26.69,35,No,,No,Tuesday,August,2022
2022-08-16,Flavoured Milk (200ml),East,Odisha,451,31.54,31.5,No,,No,Tuesday,August,2022
2022-08-16,Buttermilk (1L),Central,Madhya Pradesh,662,37.04,33.9,No,,No,Tuesday,August,2022
2022-08-16,Full Cream Milk (1L),South,Telangana,984,64.35,22.8,No,,No,Tuesday,August,2022
2022-08-16,Lassi (200ml),West,Goa,474,25.95,25.2,No,,No,Tuesday,August,2022
2022-08-16,Toned Milk (500ml),North,Delhi,533,28.5,35,No,,No,Tuesday,August,2022
2022-08-16,Cheese Slices (200g),West,Goa,205,115.73,25.2,No,,No,Tuesday,August,2022
2022-08-16,Cheese Slices (200g),Central,Madhya Pradesh,203,114.12,33.9,No,,No,Tuesday,August,2022
2022-08-16,Full Cream Milk (1L),East,Odisha,1148,63.21,31.5,No,,No,Tuesday,August,2022
2022-08-16,Full Cream Milk (1L),Central,Madhya Pradesh,701,64.77,33.9,No,,No,Tuesday,August,2022
2022-08-16,Ghee (1L),South,Telangana,206,551.99,22.8,No,,No,Tuesday,August,2022
2022-08-16,Ghee (1L),East,Odisha,231,533.74,31.5,No,,No,Tuesday,August,2022
2022-08-16,Buttermilk (1L),West,Goa,568,36.29,25.2,No,,No,Tuesday,August,2022
2022-08-16,Ghee (1L),Central,Madhya Pradesh,230,546.93,33.9,No,,No,Tuesday,August,2022
2022-08-16,Toned Milk (500ml),East,Odisha,1407,28.89,31.5,No,,No,Tuesday,August,2022
2022-08-16,Dahi / Curd (500g),West,Goa,404,45.84,25.2,No,,No,Tuesday,August,2022
2022-08-16,Cheese Slices (200g),East,Odisha,242,118.5,31.5,No,,No,Tuesday,August,2022
2022-08-16,Buttermilk (1L),East,Odisha,353,35.96,31.5,No,,No,Tuesday,August,2022
2022-08-16,Skimmed Milk (1L),North,Delhi,467,59.06,35,No,,No,Tuesday,August,2022
2022-08-16,Flavoured Milk (200ml),South,Telangana,465,32,22.8,No,,No,Tuesday,August,2022
2022-08-16,Dahi / Curd (500g),Central,Madhya Pradesh,711,46.76,33.9,No,,No,Tuesday,August,2022
2022-08-16,Skimmed Milk (1L),East,Odisha,319,56.56,31.5,No,,No,Tuesday,August,2022
2022-08-16,Paneer (200g),Central,Madhya Pradesh,498,96.6,33.9,No,,No,Tuesday,August,2022
2022-08-16,Full Cream Milk (1L),West,Goa,2168,63.26,25.2,No,,No,Tuesday,August,2022
2022-08-16,Butter (500g),South,Telangana,154,258.36,22.8,No,,No,Tuesday,August,2022
2022-08-16,Skimmed Milk (1L),Central,Madhya Pradesh,471,56.16,33.9,No,,No,Tuesday,August,2022
2022-08-16,Paneer (200g),North,Delhi,260,94.82,35,No,,No,Tuesday,August,2022
2022-08-16,Ghee (1L),West,Goa,144,531.98,25.2,No,,No,Tuesday,August,2022
2022-08-16,Lassi (200ml),East,Odisha,356,25.61,31.5,No,,No,Tuesday,August,2022
2022-08-16,Ice Cream (500ml),West,Goa,443,188.03,25.2,No,,No,Tuesday,August,2022
2022-08-16,Ghee (1L),North,Delhi,230,555.05,35,No,,No,Tuesday,August,2022
2022-08-16,Ice Cream (500ml),North,Delhi,159,190.06,35,No,,No,Tuesday,August,2022
2022-08-16,Skimmed Milk (1L),South,Telangana,606,56.64,22.8,No,,No,Tuesday,August,2022
2022-08-16,Ice Cream (500ml),South,Telangana,605,190.26,22.8,No,,No,Tuesday,August,2022
2022-08-16,Lassi (200ml),South,Telangana,510,25.77,22.8,No,,No,Tuesday,August,2022
2022-08-16,Flavoured Milk (200ml),West,Goa,634,32.11,25.2,No,,No,Tuesday,August,2022
2022-08-16,Ice Cream (500ml),Central,Madhya Pradesh,205,188.21,33.9,No,,No,Tuesday,August,2022
2022-08-16,Toned Milk (500ml),Central,Madhya Pradesh,549,28.11,33.9,No,,No,Tuesday,August,2022
2022-08-16,Toned Milk (500ml),West,Goa,1580,27.75,25.2,No,,No,Tuesday,August,2022
2022-08-16,Cheese Slices (200g),South,Telangana,196,113.13,22.8,No,,No,Tuesday,August,2022
2022-08-16,Paneer (200g),South,Telangana,335,94.81,22.8,No,,No,Tuesday,August,2022
2022-08-16,Full Cream Milk (1L),North,Delhi,927,61.86,35,No,,No,Tuesday,August,2022
2022-08-16,Skimmed Milk (1L),West,Goa,424,59.19,25.2,No,,No,Tuesday,August,2022
2022-08-17,Buttermilk (1L),East,Odisha,482,36.05,33.2,No,,No,Wednesday,August,2022
2022-08-17,Cheese Slices (200g),North,Punjab,95,113.78,34.7,No,,No,Wednesday,August,2022
2022-08-17,Cheese Slices (200g),West,Maharashtra,156,115.91,26.8,No,,No,Wednesday,August,2022
2022-08-17,Full Cream Milk (1L),West,Maharashtra,1177,63.64,26.8,No,,No,Wednesday,August,2022
2022-08-17,Butter (500g),West,Maharashtra,109,265.66,26.8,No,,No,Wednesday,August,2022
2022-08-17,Lassi (200ml),West,Maharashtra,386,25.73,26.8,No,,No,Wednesday,August,2022
2022-08-17,Ice Cream (500ml),East,Odisha,607,192.12,33.2,No,,No,Wednesday,August,2022
2022-08-17,Toned Milk (500ml),Central,Madhya Pradesh,802,29.06,29.7,No,,No,Wednesday,August,2022
2022-08-17,Ghee (1L),East,Odisha,168,545.1,33.2,No,,No,Wednesday,August,2022
2022-08-17,Paneer (200g),East,Odisha,416,94.15,33.2,No,,No,Wednesday,August,2022
2022-08-17,Ghee (1L),North,Punjab,134,533.97,34.7,No,,No,Wednesday,August,2022
2022-08-17,Dahi / Curd (500g),East,Odisha,524,48.45,33.2,No,,No,Wednesday,August,2022
2022-08-17,Paneer (200g),West,Maharashtra,527,92.07,26.8,No,,No,Wednesday,August,2022
2022-08-17,Buttermilk (1L),West,Maharashtra,193,36.88,26.8,No,,No,Wednesday,August,2022
2022-08-17,Ice Cream (500ml),Central,Madhya Pradesh,533,189.06,29.7,No,,No,Wednesday,August,2022
2022-08-17,Buttermilk (1L),North,Punjab,578,36.82,34.7,No,,No,Wednesday,August,2022
2022-08-17,Dahi / Curd (500g),Central,Madhya Pradesh,761,48.31,29.7,No,,No,Wednesday,August,2022
2022-08-17,Toned Milk (500ml),South,Andhra Pradesh,1078,28.65,30.5,No,,No,Wednesday,August,2022
